MAC_addr,label,avg_win,avg_mss,avg_sen,ip_cnt,df_cnt,icmp_cnt,tcp_cnt,udp_cnt,http_cnt,dhcp_cnt,dns_cnt,ntp_cnt
70:ee:50:18:34:43,13,956.146,1456,0.736683,285,285,58,14,213,0,0,1,4
70:ee:50:18:34:43,13,1008.59,1456,0.731375,278,278,62,14,202,0,0,4,2
70:ee:50:18:34:43,13,6021.47,1456,0.929344,382,382,61,114,207,0,0,2,3
70:ee:50:18:34:43,13,2094.33,1456,0.764282,292,292,60,26,206,0,0,2,4
70:ee:50:18:34:43,13,981.669,1456,0.734643,284,284,59,14,211,0,0,1,4
70:ee:50:18:34:43,13,919.371,1456,0.740268,286,286,61,14,211,0,2,1,5
70:ee:50:18:34:43,13,820.025,1456,0.740836,282,282,60,12,210,0,0,1,4
70:ee:50:18:34:43,13,16919.8,1456,0.94905,967,967,60,700,207,0,0,3,4
70:ee:50:18:34:43,13,4886.25,1456,0.940731,1022,1022,60,199,763,0,0,3,4
70:ee:50:18:34:43,13,898.633,1456,0.741107,279,279,60,14,205,0,0,2,4
70:ee:50:18:34:43,13,2694.47,1456,0.765037,306,306,60,43,203,0,1,2,3
70:ee:50:18:34:43,13,907.159,1456,0.738024,281,281,60,14,207,0,1,1,5
70:ee:50:18:34:43,13,893.594,1456,0.742284,278,278,60,14,204,0,0,1,4
70:ee:50:18:34:43,13,915.849,1456,0.737797,276,276,60,14,202,0,0,1,2
70:ee:50:18:34:43,13,883.684,1456,0.738087,284,284,57,14,213,0,0,3,7
70:ee:50:18:34:43,13,2121.23,1456,0.77057,291,291,60,28,203,0,0,1,3
70:ee:50:18:34:43,13,958.062,1456,0.732122,287,287,61,14,212,0,0,1,7
70:ee:50:18:34:43,13,904.98,1456,0.739074,279,279,59,13,207,0,0,1,2
70:ee:50:18:34:43,13,991.853,1456,0.732441,279,279,61,14,204,0,0,2,4
70:ee:50:18:34:43,13,1955.47,1456,0.734128,345,339,94,29,222,5,1,15,3
70:ee:50:18:34:43,13,954.238,1456,0.734875,279,279,60,14,205,0,0,1,5
70:ee:50:18:34:43,13,973.672,1456,0.73334,280,280,60,14,206,0,0,2,3
70:ee:50:18:34:43,13,1088.36,1456,0.735958,282,282,60,15,207,0,0,3,4
70:ee:50:18:34:43,13,22102.9,1456,0.958706,1657,1657,61,1392,204,0,0,2,4
70:ee:50:18:34:43,13,19828.4,1456,0.95726,1229,1229,59,966,204,0,0,1,3
70:ee:50:18:34:43,13,24933.8,1456,0.958084,3043,3043,60,2770,213,0,1,3,4
70:ee:50:18:34:43,13,24361.7,1456,0.959502,3626,3626,61,3180,385,0,0,3,4
70:ee:50:18:34:43,13,1901.27,1456,0.790521,289,289,59,25,205,0,0,2,3
70:ee:50:18:34:43,13,9109.96,1456,0.957726,482,482,61,213,208,0,0,2,5
70:ee:50:18:34:43,13,25908.4,1456,0.962658,4000,4000,60,3734,206,0,0,2,5
70:ee:50:18:34:43,13,26043.4,1456,0.963712,5283,5276,93,4970,220,5,2,14,4
70:ee:50:18:34:43,13,24287.1,1456,0.956059,2466,2466,61,2199,206,0,0,2,3
70:ee:50:18:34:43,13,8460.34,1456,0.947169,453,453,60,186,207,0,0,5,4
70:ee:50:18:34:43,13,10899.7,1456,0.949373,543,543,60,277,206,0,0,3,4
70:ee:50:18:34:43,13,9561.9,1456,0.936045,479,479,60,217,202,0,0,1,5
70:ee:50:18:34:43,13,14439.9,1456,0.948903,726,726,61,457,208,0,0,1,4
70:ee:50:18:34:43,13,930.103,1456,0.733698,282,282,59,14,209,0,1,3,4
70:ee:50:18:34:43,13,8438.63,1456,0.946593,455,455,60,188,207,0,0,1,6
70:ee:50:18:34:43,13,983.689,1456,0.733059,275,275,58,14,203,0,0,2,3
70:ee:50:18:34:43,13,908.055,1456,0.74106,281,281,61,13,207,0,0,3,4
70:ee:50:18:34:43,13,882.054,1456,0.736431,287,287,60,14,213,0,0,1,6
70:ee:50:18:34:43,13,1661.38,1456,0.761623,350,350,88,29,233,0,2,12,2
70:ee:50:18:34:43,13,820.025,1456,0.737213,280,280,61,12,207,0,0,1,5
70:ee:50:18:34:43,13,1744.98,1456,0.786031,286,286,60,25,201,0,0,2,3
70:ee:50:18:34:43,13,861.393,1456,0.736994,282,282,61,14,207,0,0,1,4
70:ee:50:18:34:43,13,1004.64,1456,0.731272,278,278,59,15,204,0,0,2,3
70:ee:50:18:34:43,13,878.811,1456,0.736696,278,278,60,14,204,0,1,1,5
70:ee:50:18:34:43,13,5281.94,1456,0.949646,384,384,61,117,206,0,1,1,3
70:ee:50:18:34:43,13,14889.2,1456,0.957072,798,798,59,536,203,0,0,1,3
70:ee:50:18:34:43,13,26224.1,1456,0.960213,4630,4630,61,4366,203,0,0,2,5
70:ee:50:18:34:43,13,25793.1,1456,0.95933,3973,3973,60,3706,207,0,0,2,4
70:ee:50:18:34:43,13,22323.3,1456,0.966372,2177,2171,93,1862,222,5,1,15,4
70:ee:50:18:34:43,13,887.496,1456,0.740794,279,279,61,12,206,0,0,5,3
70:ee:50:18:34:43,13,6164.01,1456,0.947586,389,389,60,120,209,0,0,3,5
70:ee:50:18:34:43,13,1151.98,1456,0.736743,240,240,52,14,174,0,0,5,4
70:ee:50:18:34:43,13,21357.5,1456,0.970963,1554,1554,55,1307,192,0,0,5,4
70:ee:50:18:34:43,13,19651.5,1456,0.964493,1252,1252,60,985,207,0,0,2,4
70:ee:50:18:34:43,13,2798.88,1456,0.762638,310,310,60,44,206,0,1,3,4
70:ee:50:18:34:43,13,6819.44,1456,0.943332,396,396,57,137,202,0,0,1,2
70:ee:50:18:34:43,13,915.849,1456,0.740415,281,281,63,14,204,0,0,2,4
70:ee:50:18:34:43,13,841.346,1456,0.739086,279,279,60,12,207,0,0,3,4
70:ee:50:18:34:43,13,985.718,1456,0.743754,279,279,60,14,205,0,0,2,4
70:ee:50:18:34:43,13,979.658,1456,0.740168,277,277,57,14,206,0,2,1,3
70:ee:50:18:34:43,13,991.853,1456,0.740339,284,284,61,14,209,0,0,3,5
70:ee:50:18:34:43,13,991.853,1456,0.740206,279,279,59,14,206,0,0,1,3
70:ee:50:18:34:43,13,828.263,1456,0.736471,285,285,61,14,210,0,0,2,3
70:ee:50:18:34:43,13,824.396,1456,0.735174,274,274,59,11,204,0,3,2,4
70:ee:50:18:34:43,13,1769.16,1456,0.787103,291,291,59,26,206,0,0,2,4
70:ee:50:18:34:43,13,928.297,1456,0.734219,284,284,61,14,209,0,0,2,5
70:ee:50:18:34:43,13,931.916,1456,0.737021,277,277,60,14,203,0,0,2,3
70:ee:50:18:34:43,13,824.849,1456,0.742126,277,277,60,12,205,0,0,2,5
70:ee:50:18:34:43,13,885.458,1456,0.738364,280,280,60,13,207,0,1,2,4
70:ee:50:18:34:43,13,5535.07,1456,0.948113,381,381,59,115,207,0,2,1,4
70:ee:50:18:34:43,13,14901.8,1456,0.95711,804,804,61,532,211,0,0,1,5
70:ee:50:18:34:43,13,24803.1,1456,0.956991,2907,2907,60,2642,205,0,0,1,3
70:ee:50:18:34:43,13,903.73,1456,0.729447,283,283,60,14,209,0,0,3,5
70:ee:50:18:34:43,13,903.73,1456,0.743796,276,276,60,14,202,0,0,2,2
70:ee:50:18:34:43,13,890.266,1456,0.742579,283,283,60,14,209,0,2,1,4
70:ee:50:18:34:43,13,914.098,1456,0.737265,283,283,60,14,209,0,0,2,4
70:ee:50:18:34:43,13,1982.19,1456,0.773662,294,294,60,28,206,0,0,3,4
70:ee:50:18:34:43,13,939.24,1456,0.739247,279,279,60,14,205,0,0,2,5
70:ee:50:18:34:43,13,2742.18,1456,0.764586,306,306,60,44,202,0,0,1,4
70:ee:50:18:34:43,13,821.627,1456,0.742522,282,282,61,12,209,0,0,3,5
70:ee:50:18:34:43,13,926.498,1456,0.734222,281,281,60,14,207,0,2,1,4
70:ee:50:18:34:43,13,924.706,1456,0.743806,282,282,59,14,209,0,0,1,4
70:ee:50:18:34:43,13,939.24,1456,0.736783,281,281,61,14,206,0,0,1,4
70:ee:50:18:34:43,13,843.032,1456,0.738589,272,272,57,12,203,0,0,2,2
70:ee:50:18:34:43,13,855.229,1456,0.730506,286,286,61,14,211,0,1,2,5
70:ee:50:18:34:43,13,886.963,1456,0.743227,291,291,60,14,217,0,0,3,7
70:ee:50:18:34:43,13,2110.24,1456,0.770474,296,296,59,30,207,0,0,2,3
70:ee:50:18:34:43,13,2881.19,1456,0.764385,364,358,94,46,224,5,2,17,6
70:ee:50:18:34:43,13,948.558,1456,0.740439,287,287,60,14,213,0,0,2,5
70:ee:50:18:34:43,13,922.921,1456,0.743844,278,278,59,14,205,0,0,1,4
70:ee:50:18:34:43,13,948.558,1456,0.739502,279,279,61,14,204,0,0,3,2
70:ee:50:18:34:43,13,940.877,1456,0.736119,283,283,60,13,210,0,0,2,6
70:ee:50:18:34:43,13,952.337,1456,0.739708,278,278,60,14,204,0,0,1,4
70:ee:50:18:34:43,13,905.441,1456,0.744765,282,282,60,14,208,0,1,2,3
70:ee:50:18:34:43,13,17096.2,1456,0.955727,923,923,60,651,212,0,0,2,3
70:ee:50:18:34:43,13,1077.41,1456,0.74664,281,281,60,15,206,0,0,1,3
70:ee:50:18:34:43,13,993.915,1456,0.737891,281,281,60,14,207,0,0,2,5
70:ee:50:18:34:43,13,983.689,1456,0.738605,278,278,61,14,203,0,0,1,3
70:ee:50:18:34:43,13,853.292,1456,0.734691,273,273,60,12,201,0,2,1,3
70:ee:50:18:34:43,13,2059.32,1456,0.771825,300,300,59,28,213,0,0,3,5
70:ee:50:18:34:43,13,849.844,1456,0.728356,279,279,60,12,207,0,0,3,7
70:ee:50:18:34:43,13,2823.68,1456,0.765426,310,310,60,42,208,0,0,3,4
70:ee:50:18:34:43,13,870.959,1456,0.73526,271,271,61,12,198,0,0,1,3
70:ee:50:18:34:43,13,815.934,1456,0.735945,279,279,59,11,209,0,0,4,3
70:ee:50:18:34:43,13,834.669,1456,0.742585,281,281,59,12,210,0,3,3,3
70:ee:50:18:34:43,13,967.759,1456,0.736833,284,284,60,14,210,0,0,2,4
70:ee:50:18:34:43,13,987.754,1456,0.739562,277,277,58,14,205,0,0,1,4
70:ee:50:18:34:43,13,896.947,1456,0.739902,280,280,61,14,205,0,0,2,4
70:ee:50:18:34:43,13,926.498,1456,0.741052,279,279,59,14,206,0,2,1,4
70:ee:50:18:34:43,13,1963.81,1456,0.766193,298,298,62,28,208,0,0,1,5
70:ee:50:18:34:43,13,828.096,1456,0.738428,275,275,59,12,204,0,0,1,2
70:ee:50:18:34:43,13,804.346,1456,0.73588,278,278,60,12,206,0,0,3,5
70:ee:50:18:34:43,13,1006.53,1456,0.734667,283,283,61,15,207,0,0,1,6
70:ee:50:18:34:43,13,895.268,1456,0.741157,277,277,59,14,204,0,1,1,3
70:ee:50:18:34:43,13,21463.4,1456,0.962488,1731,1731,61,1459,211,0,2,3,3
70:ee:50:18:34:43,13,24012.5,1456,0.95981,2419,2419,60,2160,199,0,0,1,3
70:ee:50:18:34:43,13,25979.6,1456,0.959598,4159,4159,60,3892,207,0,0,1,4
70:ee:50:18:34:43,13,26795.4,1456,0.960103,5764,5764,60,5503,201,0,0,1,4
70:ee:50:18:34:43,13,13406.7,1456,0.957708,710,710,60,437,213,0,0,1,4
70:ee:50:18:34:43,13,805.887,1456,0.736824,276,276,61,12,203,0,2,3,4
70:ee:50:18:34:43,13,742.038,1456,0.737092,274,274,59,11,204,0,0,1,3
70:ee:50:18:34:43,13,1682.1,1456,0.790102,294,294,61,26,207,0,0,1,3
70:ee:50:18:34:43,13,882.054,1456,0.733578,283,283,60,14,209,0,0,1,6
70:ee:50:18:34:43,13,864.508,1456,0.741201,280,280,60,14,206,0,0,2,4
70:ee:50:18:34:43,13,2459.8,1456,0.764838,305,305,60,42,203,0,0,2,3
70:ee:50:18:34:43,13,835.792,1456,0.743212,285,285,60,14,211,0,2,2,4
70:ee:50:18:34:43,13,875.592,1456,0.74052,276,276,60,14,202,0,0,1,3
70:ee:50:18:34:43,13,783.376,1456,0.731469,277,277,60,12,205,0,0,1,5
70:ee:50:18:34:43,13,869.224,1456,0.737654,286,286,60,14,212,0,0,4,5
70:ee:50:18:34:43,13,872.396,1456,0.741427,274,274,60,14,200,0,0,1,3
70:ee:50:18:34:43,13,844.652,1456,0.741974,280,280,57,14,209,0,1,2,3
70:ee:50:18:34:43,13,983.689,1456,0.743155,287,287,60,14,213,0,0,3,4
70:ee:50:18:34:43,13,961.918,1456,0.73815,285,285,61,14,210,0,1,1,6
70:ee:50:18:34:43,13,1899.61,1456,0.770244,289,289,60,26,203,0,2,1,1
70:ee:50:18:34:43,13,850.894,1456,0.734824,282,282,60,12,210,0,0,1,5
70:ee:50:18:34:43,13,967.759,1456,0.7247,284,284,61,14,209,0,0,2,6
70:ee:50:18:34:43,13,862.035,1456,0.735154,281,281,59,12,210,0,0,2,6
70:ee:50:18:34:43,13,855.026,1456,0.737573,283,283,60,12,211,0,0,3,4
70:ee:50:18:34:43,13,956.146,1456,0.734056,278,278,61,14,203,0,1,1,3
70:ee:50:18:34:43,13,9856.26,1456,0.951222,510,510,60,246,204,0,1,1,4
70:ee:50:18:34:43,13,995.985,1456,0.739946,282,282,60,14,208,0,0,2,4
70:ee:50:18:34:43,13,1959.17,1456,0.784288,305,305,60,30,215,0,0,1,6
70:ee:50:18:34:43,13,5971.36,1456,0.94996,387,387,60,119,208,0,0,1,4
70:ee:50:18:34:43,13,967.759,1456,0.736493,283,283,61,14,208,0,0,5,6
70:ee:50:18:34:43,13,18497,1456,0.964634,1108,1108,59,832,217,0,2,4,5
70:ee:50:18:34:43,13,6595.1,1456,0.94943,410,410,61,138,211,0,0,2,8
70:ee:50:18:34:43,13,5806.03,1456,0.950963,391,391,60,124,207,0,0,3,7
70:ee:50:18:34:43,13,21300.3,1456,0.969972,1670,1670,59,1405,206,0,0,3,6
70:ee:50:18:34:43,13,25102.2,1456,0.969116,3866,3866,61,3600,205,0,0,2,4
70:ee:50:18:34:43,13,5609.44,1456,0.95106,388,388,60,121,207,0,0,2,4
70:ee:50:18:34:43,13,898.633,1456,0.739937,280,280,59,14,207,0,2,4,4
70:ee:50:18:34:43,13,792.228,1456,0.743167,283,283,60,12,211,0,0,3,5
70:ee:50:18:34:43,13,896.947,1456,0.745331,281,281,60,14,207,0,0,2,2
70:ee:50:18:34:43,13,860.076,1456,0.736483,280,280,60,13,207,0,0,1,4
70:ee:50:18:34:43,13,843.97,1456,0.735201,279,279,57,13,209,0,0,2,5
70:ee:50:18:34:43,13,989.799,1456,0.738184,277,277,59,14,204,0,0,2,4
70:ee:50:18:34:43,13,991.853,1456,0.745515,284,284,60,14,210,0,0,2,7
70:ee:50:18:34:43,13,958.062,1456,0.736978,281,281,61,14,206,0,2,1,4
70:ee:50:18:34:43,13,928.297,1456,0.739002,281,281,60,14,207,0,0,2,6
70:ee:50:18:34:43,13,2227.33,1456,0.773787,295,295,60,29,206,0,0,1,4
70:ee:50:18:34:43,13,846.425,1456,0.733657,279,279,60,12,207,0,0,2,5
70:ee:50:18:34:43,13,963.857,1456,0.737336,278,278,61,14,203,0,0,1,4
70:ee:50:18:34:43,13,818.43,1456,0.738902,278,278,60,12,206,0,2,1,3
70:ee:50:18:34:43,13,824.849,1456,0.737656,279,279,59,12,208,0,1,1,3
70:ee:50:18:34:43,13,981.669,1456,0.739236,282,282,61,14,207,0,0,2,3
70:ee:50:18:34:43,13,1878.58,1456,0.780203,300,300,60,27,213,0,0,4,4
70:ee:50:18:34:43,13,1991.13,1456,0.731732,346,342,92,31,223,4,2,15,6
70:ee:50:18:34:43,13,1192.45,1456,0.743929,292,285,66,16,210,1,0,5,3
70:ee:50:18:34:43,13,7259.44,1456,0.946534,415,415,61,148,206,0,0,1,3
70:ee:50:18:34:43,13,27557.2,1456,0.971031,16205,16199,94,15889,222,5,1,16,3
70:ee:50:18:34:43,13,23181.8,1456,0.970358,2327,2327,59,2066,202,0,0,2,3
70:ee:50:18:34:43,13,878.232,1456,0.740394,281,281,61,12,208,0,0,4,6
70:ee:50:18:34:43,13,10372,1456,0.946866,527,527,60,261,206,0,0,4,3
70:ee:50:18:34:43,13,956.146,1456,0.736308,280,280,60,14,206,0,0,1,6
70:ee:50:18:34:43,13,848.131,1456,0.735047,276,276,60,12,204,0,0,1,3
70:ee:50:18:34:43,13,851.565,1456,0.732233,280,280,59,12,209,0,1,2,4
70:ee:50:18:34:43,13,834.669,1456,0.743869,277,277,61,12,204,0,0,1,5
70:ee:50:18:34:43,13,935.564,1456,0.745639,278,278,60,14,204,0,0,2,4
70:ee:50:18:34:43,13,975.659,1456,0.740547,276,276,57,14,205,0,0,1,3
70:ee:50:18:34:43,13,971.693,1456,0.740398,279,279,60,14,205,0,0,1,4
70:ee:50:18:34:43,13,1097.28,1456,0.732048,278,278,60,15,203,0,0,1,4
70:ee:50:18:34:43,13,949.076,1456,0.736392,273,273,60,13,200,0,0,1,3
70:ee:50:18:34:43,13,843.032,1456,0.741128,278,278,60,12,206,0,3,2,4
70:ee:50:18:34:43,13,2067.37,1456,0.771328,293,293,59,28,206,0,0,1,7
70:ee:50:18:34:43,13,989.799,1456,0.73523,276,276,61,14,201,0,0,2,2
70:ee:50:18:34:43,13,1113.25,1456,0.734048,281,281,60,15,206,0,0,3,4
70:ee:50:18:34:43,13,895.049,1456,0.738201,273,273,59,12,202,0,0,3,2
70:ee:50:18:34:43,13,979.658,1456,0.743352,277,277,60,14,203,0,0,3,5
70:ee:50:18:34:43,13,16684.4,1456,0.957542,911,911,60,645,206,0,2,2,5
70:ee:50:18:34:43,13,25426.1,1456,0.960382,4635,4635,60,4197,378,7,0,1,4
70:ee:50:18:34:43,13,27055.1,1456,0.968318,7826,7826,61,7561,204,0,0,1,1
70:ee:50:18:34:43,13,26954,1456,0.968048,7460,7460,59,7192,209,0,0,3,5
70:ee:50:18:34:43,13,6669.39,1456,0.957,405,405,61,141,203,0,0,2,4
70:ee:50:18:34:43,13,1946.28,1456,0.732488,356,352,91,29,236,4,2,18,5
70:ee:50:18:34:43,13,22865.5,1456,0.969529,2150,2137,73,1875,202,1,0,3,2
70:ee:50:18:34:43,13,27213.7,1456,0.968742,9065,9065,60,8799,206,0,0,3,6
70:ee:50:18:34:43,13,18988.5,1456,0.964165,1155,1155,60,891,204,0,0,1,5
70:ee:50:18:34:43,13,901.36,1456,0.739123,281,281,61,13,207,0,0,3,4
70:ee:50:18:34:43,13,971.693,1456,0.736063,279,279,59,14,206,0,0,2,5
70:ee:50:18:34:43,13,960.915,1456,0.732851,276,276,60,13,203,0,1,1,3
70:ee:50:18:34:43,13,865.582,1456,0.735619,285,285,61,12,212,0,0,1,5
70:ee:50:18:34:43,13,971.693,1456,0.742313,281,281,60,14,207,0,0,1,4
70:ee:50:18:34:43,13,973.672,1456,0.736563,278,278,57,14,207,0,0,1,4
70:ee:50:18:34:43,13,985.718,1456,0.737591,278,278,60,14,204,0,0,1,4
70:ee:50:18:34:43,13,885.627,1456,0.726476,276,276,59,12,205,0,0,1,3
70:ee:50:18:34:43,13,956.858,1456,0.738717,270,270,59,13,198,0,0,1,4
70:ee:50:18:34:43,13,973.672,1456,0.732108,277,277,60,14,203,0,2,2,2
70:ee:50:18:34:43,13,2231.78,1456,0.770425,293,293,60,29,204,0,0,1,5
70:ee:50:18:34:43,13,985.718,1456,0.738828,278,278,59,14,205,0,0,2,4
70:ee:50:18:34:43,13,1060.71,1456,0.732738,275,275,60,14,201,0,0,1,3
70:ee:50:18:34:43,13,1010.73,1456,0.73789,275,275,61,14,200,0,0,3,4
70:ee:50:18:34:43,13,16048.9,1456,0.95541,817,817,58,555,204,0,0,2,4
70:ee:50:18:34:43,13,19748.7,1456,0.950474,1192,1192,61,927,204,0,2,1,3
70:ee:50:18:34:43,13,24210.1,1456,0.957281,2788,2774,101,2470,217,5,1,15,3
70:ee:50:18:34:43,13,15916.1,1456,0.942744,777,777,60,513,204,0,0,2,3
70:ee:50:18:34:43,13,983.689,1456,0.736641,279,279,61,14,204,0,0,3,4
70:ee:50:18:34:43,13,981.669,1456,0.73776,283,283,60,14,209,0,0,3,6
70:ee:50:18:34:43,13,849.844,1456,0.739132,279,279,60,12,207,0,0,4,4
70:ee:50:18:34:43,13,983.689,1456,0.73957,278,278,60,14,204,0,0,2,2
70:ee:50:18:34:43,13,2239.08,1456,0.778338,353,346,95,32,226,5,2,18,7
70:ee:50:18:34:43,13,2665.93,1456,0.767041,309,309,60,42,207,0,0,3,4
70:ee:50:18:34:43,13,954.238,1456,0.73923,278,278,60,14,204,0,0,3,4
70:ee:50:18:34:43,13,858.516,1456,0.734287,279,279,61,12,206,0,0,1,4
70:ee:50:18:34:43,13,965.804,1456,0.734561,277,277,59,14,204,0,0,2,2
70:ee:50:18:34:43,13,961.918,1456,0.730969,277,277,60,14,203,0,0,1,5
70:ee:50:18:34:43,13,942.945,1456,0.743149,281,281,60,14,207,0,1,2,4
70:ee:50:18:34:43,13,967.759,1456,0.736452,272,272,59,14,199,0,0,1,2
70:ee:50:18:34:43,13,983.689,1456,0.739087,278,278,60,14,204,0,0,3,4
70:ee:50:18:34:43,13,987.754,1456,0.739747,277,277,60,14,203,0,0,4,3
70:ee:50:18:34:43,13,975.659,1456,0.734316,278,278,60,14,204,0,0,2,5
70:ee:50:18:34:43,13,1117.9,1456,0.735982,274,274,60,15,199,0,0,1,3
70:ee:50:18:34:43,13,1989.32,1456,0.791396,295,295,60,26,209,0,2,4,4
70:ee:50:18:34:43,13,991.853,1456,0.734095,276,276,60,14,202,0,0,1,4
70:ee:50:18:34:43,13,817.63,1456,0.743064,275,275,60,11,204,0,0,1,3
70:ee:50:18:34:43,13,14219.9,1456,0.956851,699,699,61,434,204,0,0,2,4
70:ee:50:18:34:43,13,25615.9,1456,0.958658,3429,3429,60,3163,206,0,0,1,5
70:ee:50:18:34:43,13,24703.5,1456,0.958177,2721,2721,59,2457,205,0,0,2,4
70:ee:50:18:34:43,13,24147.8,1456,0.958627,2472,2472,61,2204,207,0,2,2,3
70:ee:50:18:34:43,13,16773.3,1456,0.957387,905,905,59,636,210,0,0,4,3
70:ee:50:18:34:43,13,961.918,1456,0.737939,278,278,61,14,203,0,0,2,4
70:ee:50:18:34:43,13,891.256,1456,0.737595,271,271,60,12,199,0,0,2,4
70:ee:50:18:34:43,13,1002.25,1456,0.742624,276,276,60,14,202,0,0,2,2
70:ee:50:18:34:43,13,794.538,1456,0.740476,282,282,60,10,212,0,1,3,5
70:ee:50:18:34:43,13,2945.98,1456,0.761813,373,359,102,45,226,5,2,22,4
70:ee:50:18:34:43,13,2597.28,1456,0.768329,301,301,61,38,202,0,0,3,3
70:ee:50:18:34:43,13,944.808,1456,0.742128,274,274,59,14,201,0,0,1,4
70:ee:50:18:34:43,13,989.799,1456,0.739996,278,278,60,14,204,0,0,2,4
70:ee:50:18:34:43,13,983.689,1456,0.733975,283,283,61,14,208,0,0,1,4
70:ee:50:18:34:43,13,880.069,1456,0.741486,278,278,59,12,207,0,1,2,3
70:ee:50:18:34:43,13,933.736,1456,0.734422,283,283,61,14,208,0,0,1,6
70:ee:50:18:34:43,13,945.194,1456,0.739444,274,274,58,13,203,0,0,1,4
70:ee:50:18:34:43,13,793.723,1456,0.738699,274,274,60,12,202,0,0,3,4
70:ee:50:18:34:43,13,818.43,1456,0.735817,277,277,60,12,205,0,0,3,4
70:ee:50:18:34:43,13,931.916,1456,0.73978,275,275,60,14,201,0,0,1,4
70:ee:50:18:34:43,13,908.884,1456,0.739409,277,277,60,14,203,0,0,1,4
70:ee:50:18:34:43,13,2015.56,1456,0.773373,291,291,60,27,204,0,2,2,2
70:ee:50:18:34:43,13,921.143,1456,0.729917,280,280,59,14,207,0,0,2,2
70:ee:50:18:34:43,13,935.564,1456,0.734706,279,279,60,14,205,0,0,1,5
70:ee:50:18:34:43,13,803.175,1456,0.734146,274,274,61,11,202,0,0,1,4
70:ee:50:18:34:43,13,853.292,1456,0.735056,275,275,60,12,203,0,0,1,4
70:ee:50:18:34:43,13,933.736,1456,0.742865,278,278,61,14,203,0,1,2,5
70:ee:50:18:34:43,13,853.292,1456,0.735697,274,274,59,12,203,0,1,1,3
70:ee:50:18:34:43,13,910.615,1456,0.735633,278,278,60,14,204,0,0,1,5
70:ee:50:18:34:43,13,784.838,1456,0.73893,274,274,61,12,201,0,0,1,1
70:ee:50:18:34:43,13,792.228,1456,0.736856,278,278,59,12,207,0,0,2,4
70:ee:50:18:34:43,13,853.702,1456,0.742047,280,280,61,14,205,0,0,3,5
70:ee:50:18:34:43,13,862.948,1456,0.736708,279,279,60,14,205,0,2,1,3
70:ee:50:18:34:43,13,2562.92,1456,0.762893,361,356,93,43,225,4,1,17,6
70:ee:50:18:34:43,13,1129.35,1456,0.744204,274,274,60,15,199,1,0,2,2
70:ee:50:18:34:43,13,2902.54,1456,0.766375,309,309,60,44,205,0,0,2,4
70:ee:50:18:34:43,13,885.627,1456,0.737183,275,275,60,12,203,0,0,2,3
70:ee:50:18:34:43,13,883.767,1456,0.733108,279,279,60,12,207,0,0,2,4
70:ee:50:18:34:43,13,989.799,1456,0.737547,276,276,60,14,202,0,0,1,4
70:ee:50:18:34:43,13,954.238,1456,0.740133,278,278,60,14,204,0,1,1,3
70:ee:50:18:34:43,13,1008.59,1456,0.741668,274,274,56,14,204,0,0,2,3
70:ee:50:18:34:43,13,841.346,1456,0.739158,274,274,60,12,202,0,0,1,4
70:ee:50:18:34:43,13,962.846,1456,0.733381,277,277,61,13,203,0,0,2,4
70:ee:50:18:34:43,13,985.718,1456,0.739047,277,277,60,14,203,0,0,1,4
70:ee:50:18:34:43,13,832.922,1456,0.737299,276,276,59,11,206,0,0,2,4
70:ee:50:18:34:43,13,2218.47,1456,0.766703,287,287,59,29,199,0,1,1,1
70:ee:50:18:34:43,13,834.669,1456,0.743162,280,280,62,12,206,0,2,2,3
70:ee:50:18:34:43,13,960.892,1456,0.73731,277,277,61,13,203,0,0,1,4
70:ee:50:18:34:43,13,615.198,1456,0.740768,445,439,131,11,303,0,0,73,5
70:ee:50:18:34:43,13,1025.91,1456,0.734785,276,276,59,14,203,0,0,2,4
70:ee:50:18:34:43,13,895.049,1456,0.736172,276,276,61,12,203,0,0,2,4
70:ee:50:18:34:43,13,10064.9,1456,0.950042,500,500,59,239,202,0,1,3,2
70:ee:50:18:34:43,13,5669.67,1456,0.945589,377,377,60,113,204,0,1,1,3
70:ee:50:18:34:43,13,800.615,1456,0.742984,274,274,60,11,203,0,0,1,4
70:ee:50:18:34:43,13,930.103,1456,0.743595,282,282,60,14,208,0,0,2,4
70:ee:50:18:34:43,13,1041.78,1456,0.741403,276,276,59,15,202,0,0,1,4
70:ee:50:18:34:43,13,908.055,1456,0.736903,279,279,60,13,206,0,0,1,5
70:ee:50:18:34:43,13,1802.47,1456,0.789102,291,291,60,26,205,0,2,3,2
70:ee:50:18:34:43,13,2540.12,1456,0.762827,303,303,60,40,203,0,0,1,4
70:ee:50:18:34:43,13,939.24,1456,0.739382,277,277,59,14,204,0,0,2,4
70:ee:50:18:34:43,13,922.921,1456,0.740361,277,277,60,14,203,0,0,1,5
70:ee:50:18:34:43,13,930.103,1456,0.736787,279,279,60,14,205,0,0,2,4
70:ee:50:18:34:43,13,941.089,1456,0.738192,277,277,60,14,203,0,0,4,3
70:ee:50:18:34:43,13,905.441,1456,0.735534,283,283,60,14,209,0,2,3,4
70:ee:50:18:34:43,13,948.558,1456,0.742626,270,270,57,14,199,0,0,3,2
70:ee:50:18:34:43,13,952.337,1456,0.737534,295,295,60,14,221,0,0,1,21
70:ee:50:18:34:43,13,963.857,1456,0.733235,289,289,61,14,214,0,0,2,16
